Marvin H. Albert;Tony Rome;Lady in Cement;;
Midnight and Jeremiah;So Dear to My Heart;;
William Wharton;A Midnight Clear;;
The Midwich Cuckoos;Village of the Damned;Children of the Damned;Village of the Damned;;
Mildred Pierce;Mildred Pierce;;
Millennium;Millennium;;
Millennium;Millennium;The Girl with the Dragon Tattoo;The Girl Who Played with Fire;The Girl Who Kicked the Hornets' Nest;The Girl with the Dragon Tattoo;The Girl Who Played with Fire;The Girl Who Kicked the Hornets' Nest;;
Mine-Haha, or On the Bodily Education of Young Girls;Innocence;The Fine Art of Love: Mine Ha-Ha;;
The Mirror Crack'd from Side to Side;The Mirror Crack'd;Subho Mahurat;;
Les MisÃ©rables;On the Barricade;Le Chemineau;Les MisÃ©rables;The Bishop's Candlesticks;Les MisÃ©rables;Les MisÃ©rables;The Bishop's Candlesticks;Les MisÃ©rables;Les MisÃ©rables;Aa Mujou;Les MisÃ©rables;The Bishop's Candlesticks;Aa Mujou;Jean Valjean;Les MisÃ©rables;Les MisÃ©rables;Gavrosh;Kyojinden;Los Miserables;El Boassa;I Miserabili;Les Nouveaux MisÃ©rables;Re mizeraburu: Kami to Akuma;Ezhai Padum Padu;Beedala Patlu;Les MisÃ©rables;Kundan;Duppathage Duka;Sirakaruwa;Les MisÃ©rables;Os MiserÃ¡veis;Jean Valjean;Cosette;Gavroche;Jean Valjean;I miserabili;Les MisÃ©rables;Os MiserÃ¡veis;Sefiller;Les MisÃ©rables;Los Miserables;Les MisÃ©rables;Al Boasa;Les MisÃ©rables;Les MisÃ©rables;Les MisÃ©rables â€“ The Dream Cast in Concert;Les MisÃ©rables;Les MisÃ©rables;Les MisÃ©rables - 25th Anniversary Live from the O2;Les MisÃ©rables;Les MisÃ©rables;;
Misery;Misery;;
Miss Lonelyhearts;Advice to the Lovelorn;Lonelyhearts;Miss Lonelyhearts;;
Moby-Dick;The Sea Beast;Moby Dickâ€”Rehearsed;Moby Dick;Tom and Jerry;Dicky Moe;Moby Dick;Dot and the Whale;Moby Dick;Moby Dick;Capitaine Achab;Moby Dick;Moby Dick;Moby Dick;Age of the Dragons;;
Moderato Cantabile;Seven Days... Seven Nights;;
;The Molly Maguires;;
;The Killer Elite;;
Murray Leinster;The Navy vs. the Night Monsters;;
Max Brand;Branded;;
The Moon and Sixpence;The Moon and Sixpence;;
Moonraker;Moonraker;;
Mary Stewart;The Moon-Spinners;;
The Moonstone;The Moonstone;The Moonstone;The Moonstone;The Moonstone;;
Morpho Eugenia;Angels &amp; Insects;;
The Mortal Instruments;The Mortal Instruments: City of Bones;;
Le Morte d'Arthur;Excalibur;;
Paul Theroux;The Mosquito Coast;;
Mother Carey's Chickens;Mother Carey's Chickens;Summer Magic;;
Mother Night;Mother Night;;
A Mother's Gift;Brave New Girl;;
The Moving Target;Harper;;
Edward Streeter;Mr. Hobbs Takes a Vacation;;
Theodore Pratt;The Incredible Mr. Limpet;;
Theodore Pratt;Mr. Winkle Goes to War;;
Mrs. Frisby and the Rats of NIMH;The Secret of NIMH;The Secret of NIMH 2: Timmy to the Rescue;;
Mrs McGinty's Dead;Murder Most Foul;;
William Bradford Huie;Wild River;;
Jaime Bayly;La mujer de mi hermano;;
A Mule for the Marquesa;The Professionals;;
Murder in Amityville;Amityville II: The Possession;;
Murder on the Orient Express;Murder on the Orient Express;Murder on the Orient Express;;
Max Schott;Murphy's Romance;;
;Bullitt;;
My Ã?ntonia;My Antonia;;
Anthony Joseph Drexel Biddle, Sr.;The Happiest Millionaire;;
My Friend Flicka;My Friend Flicka;Thunderhead, Son of Flicka;Green Grass of Wyoming;Flicka;Flicka 2;;
;Abdulla the Great;;
Frank Harris;Cowboy;;
The Mystery of Edwin Drood;The Mystery of Edwin Drood;The Mystery of Edwin Drood;The Mystery of Edwin Drood;The Mystery of Edwin Drood;The Mystery of Edwin Drood;;
The Mysterious Island;20,000 Leagues Under the Sea;The Mysterious Island;Mysterious Island;Mysterious Island;Mysterious Island;La Isla misteriosa y el capitÃ¡n Nemo;Mysterious Island;Mysterious Island;Journey 2: The Mysterious Island;;
Mystic River;Mystic River;;
Fiction work(s);;
The Name of the Rose;The Name of the Rose;;
The Naked and the Dead;The Naked and the Dead;;
Morris West;The Naked Country;;
The Naked Face;The Naked Face;;
Naked Lunch;Naked Lunch;;
Dan Greenburg;The Guardian;;
The Nanny Diaries;The Nanny Diaries;;
The Natural;The Natural;;
National Velvet;National Velvet;International Velvet;;
Joy Cowley;The Night Digger;;
Rex Beach;Fair Lady;;
Nevada;Nevada;Nevada;Nevada;;
Never Cry Wolf;Never Cry Wolf;;
The Neverending Story;The NeverEnding Story;The NeverEnding Story II: The Next Chapter;The NeverEnding Story III;The NeverEnding Story;;
Nicholas Nickleby;Nicholas Nickleby;Nicholas Nickleby;Nicholas Nickleby;Nicholas Nickleby;Nicholas Nickleby;Nicholas Nickleby;Nicholas Nickleby;The Life and Adventures of Nicholas Nickleby;Nicholas Nickleby;;
The Nick Adams Stories;Hemingway's Adventures of a Young Man;;
Night and the City;Night and the City;Night and the City;;
Cornell Woolrich;Night Has a Thousand Eyes;;
Hans Hellmut Kirst;The Night of the Generals;;
The Night of the Hunter;The Night of the Hunter;;
Tennessee Williams;The Night of the Iguana;;
Maritta Wolff;The Man I Love;;
Night Watch;Night Watch;Day Watch;;
Cornell Woolrich;Fear in the Night;Nightmare;;
Nightmare Alley;Nightmare Alley;;
Nights in Rodanthe;Nights in Rodanthe;;
Nightwing;Nightwing;;
Elizabeth McNeill;9Â½ Weeks;Another 9Â½ Weeks;The First 9Â½ Weeks;;
Nineteen Eighty-Four;Nineteen Eighty-Four;Nineteen Eighty-Four;1984;Nineteen Eighty-Four;;
William Peter Blatty;The Ninth Configuration;;
No Country for Old Men;No Country for Old Men;;
;No Down Payment;;
No Orchids for Miss Blandish;No Orchids for Miss Blandish;The Grissom Gang;La Chair de l'orchidÃ©e;;
Jaime Bayly;No se lo Digas a Nadie;;
Clair Huffaker;The Last Warrior;;
Henry Wilson Allen;Tashunga;;
Northern Lights;The Golden Compass;;
Northwest Passage;Northwest Passage;;
Nostromo;Nostromo;;
The Notebook;The Notebook;;
Nothing Lasts Forever;Die Hard;;
Nurse Matilda;Nanny McPhee;Nanny McPhee and the Big Bang;;
Fiction work(s);;
F. L. Green;Odd Man Out;;
William P. McGivern;Odds Against Tomorrow;;
Odyssey;Ulysses;The Odyssey;Ulysses' Gaze;Greek;Î¤Î¿ Î²Î»Î­Î¼Î¼Î± Ï„Î¿Ï… ÎŸÎ´Ï…ÏƒÏƒÎ­Î±;The Odyssey;O Brother, Where Art Thou?;Odysseus and the Isle of the Mists;;
Audition;Audition;;
Of Human Bondage;Of Human Bondage;Of Human Bondage;Of Human Bondage;;
Of Mice and Men;Of Mice and Men;Of Mice and Men;;
Oil!;There Will Be Blood;;
The Old Curiosity Shop;The Old Curiosity Shop;The Old Curiosity Shop;The Old Curiosity Shop;The Old Curiosity Shop;The Old Curiosity Shop;The Old Curiosity Shop;The Old Curiosity Shop;The Old Curiosity Shop;The Old Curiosity Shop;The Old Curiosity Shop;;
The Old Man and the Sea;The Old Man and the Sea;The Old Man and the Sea;The Old Man and the Sea;;
Old Yeller;Old Yeller;Savage Sam;;
Oliver Twist;Oliver Twist;Oliver Twist;Oliver Twist;Oliver Twist;Oliver!;Oliver Twist;Oliver &amp; Company;Oliver Twist;Twist;Boy called Twist;Oliver Twist;;
Oliver's Story;Oliver's Story;;
Oms en sÃ©rie;Fantastic Planet;;
On Her Majesty's Secret Service;On Her Majesty's Secret Service;;
On Stranger Tides;Pirates of the Caribbean: On Stranger Tides;;
One Flew Over the Cuckoo's Nest;One Flew Over the Cuckoo's Nest;;
One for the Money;One for the Money;;
One Gallant Rush;Glory;;
Kir Bulychev;Guest from the Future;;
Robert Nathan;One More Spring;;
One Shot (novel);Jack Reacher (film);;
One Thousand and One Nights;Le Palais des Mille et une nuits;The Thief of Bagdad;The Thief of Bagdad;1001 Arabian Nights;Il fiore delle Mille ed una notte;Scooby-Doo in Arabian Nights;;
The Onion Field;The Onion Field;;
Lauran Paine;Open Range;;
Gordon Gordon and Mildred Gordon;Experiment in Terror;;
Ordinary People;Ordinary People;;
Orlando: A Biography;Orlando;;
The Osterman Weekend;The Osterman Weekend;;
The Other Boleyn Girl;The Other Boleyn Girl;The Other Boleyn Girl;;
;Back from the Dead;;
The Other Side of Midnight;The Other Side of Midnight;;
Ernest K. Gann;Our Girl Friday;;
Our Man in Havana;Our Man in Havana;;
Elmore Leonard;Out of Sight;;
An Outcast of the Islands;An Outcast of the Islands;;
The Outsiders;The Outsiders;;
John Galsworthy;One More River;;
The Ox-Bow Incident;The Ox-Bow Incident;;
Fiction work(s);;
;The Beguiled;;
A Painted House;A Painted House;;
The Painted Veil;The Painted Veil;The Seventh Sin;The Painted Veil;;
Pan Wolodyjowski;Colonel Wolodyjowski;;
Parineeta;Parineeta;Parineeta;Parineeta;Parineeta;;
;Paris Blues;;
Les Particules Ã‰lÃ©mentaires;The Elementary Particles;;
Eugene Manlove Rhodes;Four Faces West;;
A Passage to India;A Passage to India;;
Patriot Games;Patriot Games;;
Rumer Godden;The Peacock Spring;;
The Pelican Brief;The Pelican Brief;;
;No Escape;;
The People That Time Forgot;The People That Time Forgot;;
Percy Jackson &amp; the Olympians;Percy Jackson &amp; the Olympians;Percy Jackson &amp; the Olympians: The Lightning Thief;Percy Jackson &amp; the Olympians: The Sea of Monsters;;
Andrew Neiderman;Perfect Little Angels;;
Pet Sematary;Pet Sematary;Pet Sematary Two;;
Peter Pan, or The Boy Who Wouldn't Grow Up;Peter Pan;Peter Pan;Return to Never Land;Peter Pan;The Lost Boys;Hook;Peter Pan;Neverland;Peter Pan;Neverland;Finding Neverland;Tinker Bell;Tinker Bell;Tinker Bell and the Lost Treasure;Tinker Bell and the Great Fairy Rescue;Pixie Hollow Games;Secret of the Wings;;
Peyton Place;Peyton Place;;
;Juarez;;
Phantom Lady;Phantom Lady;;
The Phantom of the Opera;The Phantom of the Opera;Phantom of the Opera;The Phantom of the Opera;The Phantom of the Opera;The Phantom of the Opera;The Phantom of the Opera;;
Pharaoh;Pharaoh;;
Richard P. Powell;The Young Philadelphians;;
Manuel VÃ¡zquez MontalbÃ¡n;The Pianist;;
The Pickwick Papers;The Pickwick Papers;The Adventures of Mr. Pickwick;The Pickwick Papers;;
The Picture of Dorian Gray;Dorian Grays PortrÃ¦t;The Picture of Dorian Gray;The Picture of Dorian Gray;Das Bildnis des Dorian Gray;Az Ã‰let kirÃ¡lya;The Picture of Dorian Gray;El Retrato de Dorian Gray;Dorian Gray;The Picture of Dorian Gray;The Picture of Dorian Gray;Le Portrait de Dorian Gray;The Sins of Dorian Gray;Dorian;The League of Extraordinary Gentlemen;Dorian;The Picture of Dorian Gray;The Picture of Dorian Gray;The Picture of Dorian Gray;The Picture (of Dorian Gray);Dorian Gray;;
Gerald N. Lund;The Work and the Glory;;
Andrew Neiderman;Pin;;
Pioneer, Go Home!;Follow That Dream;;
The Pirates!;The Pirates! In an Adventure with Scientists;;
;Love Letters;;
La PlanÃ¨te des singes;Planet of the Apes;Planet of the Apes;Beneath the Planet of the Apes;Escape from the Planet of the Apes;Conquest of the Planet of the Apes;Battle for the Planet of the Apes;Planet of the Apes;Rise of the Planet of the Apes;;
;The Girls of Pleasure Island;;
Dominique Vivant;The Lovers;;
The Polar Express;The Polar Express;;
Pollyanna;Pollyanna;Pollyanna;Hayat sevince gÃ¼zel;Pollyanna;The Adventures of Pollyanna;Polly;Polly: Comin' Home!;Pollyanna;;
Le Pont de la RiviÃ¨re Kwai;The Bridge on the River Kwai;Return from the River Kwai;;
Poodle Springs;Poodle Springs;;
The Pope of Greenwich Village;The Pope of Greenwich Village;;
PopiÃ³Å‚ i diament;;;
Portnoy's Complaint;Portnoy's Complaint;;
Robert Nathan;Portrait of Jennie;;
The Poseidon Adventure;The Poseidon Adventure;Beyond the Poseidon Adventure;The Poseidon Adventure;Poseidon;;
The Positronic Man;Bicentennial Man;;
Possession: A Romance;Possession;;
The Postman;The Postman;;
The Postman Always Rings Twice;Le Dernier Tournant;Ossessione;The Postman Always Rings Twice;The Postman Always Rings Twice;;
The Power;The Power;;
The Power and the Glory;The Fugitive;;
The Power of One;The Power of One;;
StanisÅ‚aw Dygat;Farewells;;
Presumed Innocent;Presumed Innocent;;
Pride and Prejudice;Pride and Prejudice;Pride &amp; Prejudice: A Latter-Day Comedy;Bride and Prejudice;Pride &amp; Prejudice;;
The Prince and the Pauper;The Prince and the Pauper;The Prince and the Pauper;Der Prinz und der Bettelknabe;Yiskor;The Prince and the Pauper;The Prince and the Pauper;The Prince and the Pauper;Raja Aur Runk;The Adventures of the Prince and the Pauper;Princ a chudas;Prints i nishchiy;Crossed Swords;Ringo;Trading Places;The Prince and the Pauper;Dave;The Prince and the Pauper;It Takes Two;The Prince and the Pauper;The Prince and the Surfer;The Pooch and the Pauper;The Prince and the Pauper;Barbie as the Princess and the Pauper;The Prince and the Pauper;Garfield: A Tale of Two Kitties;A Modern Twain Story: The Prince and the Pauper;;
The Prince of Tides;The Prince of Tides;;
The Princess Bride;The Princess Bride;;
The Princess Diaries;The Princess Diaries;The Princess Diaries;The Princess Diaries 2: Royal Engagement;;
A Princess of Mars;Princess of Mars;John Carter;;
The Prisoner of Zenda;The Prisoner of Zenda;The Prisoner of Zenda;The Prisoner of Zenda;The Prisoner of Zenda;The Prisoner of Zenda;The Prisoner of Zenda;The Prisoner of Zenda;;
Promise at Dawn;Promise at Dawn;;
Pronto;Pronto;;
Professor Unrat;Der blaue Engel;;
Psycho;Psycho;Psycho II;Psycho III;Psycho IV: The Beginning;Psycho;;
Psycho II;Psycho II;;
The Puppet Masters;The Brain Eaters;The Puppet Masters;;
The Purple Cloud;The World, the Flesh and the Devil;;
;Dirty Mary, Crazy Larry;;
Fiction work(s);;
Edwin Torres;Q &amp; A;;
QB VII;QB VII;;
The Queen of the Damned;Queen of the Damned;;
Quentin Durward;The Adventures of Quentin Durward;;
Louis L'Amour;The Quick and the Dead;;
The Quiet American;The Quiet American;The Quiet American;;
Fiction work(s);;
Radio Free Albemuth;Radio Free Albemuth;;
Ragtime;Ragtime;;
Luke Short;Ramrod;;
Zane Grey;The Arizona Raiders;;
V.C. Andrews;Rain;;
The Rainbird Pattern;Family Plot;;
The Rainbow;The Rainbow;;
The Rainbow Trail;The Rainbow Trail;The Rainbow Trail;The Rainbow Trail;;
The Rainmaker;The Rainmaker;;
Raise the Titanic!;Raise the Titanic;;
Random Hearts;Random Hearts;;
Rascal;Rascal;;
Ratman's Notebooks;Willard;Ben;Willard;;
The Razor's Edge;The Razor's Edge;The Razor's Edge;;
The Reader;The Reader;;
Rebecca;Rebecca;;
Asa Earl Carter;The Outlaw Josey Wales;;
Red Alert;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;;
Red Dragon;Manhunter;Red Dragon;;
;The Fighting Prince of Donegal;;
The Red Pony;The Red Pony;;
W. C. Tuttle;Range Feud;The Red Rider;;
Reflections in a Golden Eye;Reflections in a Golden Eye;;
The Reincarnation of Peter Proud;The Reincarnation of Peter Proud;;
The Reivers;The Reivers;;
The Remains of the Day;The Remains of the Day;;
Rendezvous in Black;Seven Blood-Stained Orchids;;
The Rescuers;The Rescuers;The Rescuers Down Under;;
The Return of the Condor Heroes;The Story of the Great Heroes;The Brave Archer and His Mate;Little Dragon Maiden;;
The Return of the King;The Return of the King;The Lord of the Rings: The Return of the King;;
Return of the Living Dead;Return of the Living Dead;The Return of the Living Dead;Return of the Living Dead Part II;Return of the Living Dead 3;Return of the Living Dead 4: Necropolis;Return of the Living Dead 5: Rave from the Grave;More Brains! A Return to the Living Dead;;
The Return of the Native;The Return of the Native;The Return of the Native;;
The Return of the Soldier;The Return of the Soldier;;
Return to Paradise;Return to Paradise;Until They Sail;;
Return to Peyton Place;Return to Peyton Place;;
Reuben, Reuben;Reuben, Reuben;;
Revolt;Scarlet Dawn;;
The Revolt of Mamie Stover;The Revolt of Mamie Stover;;
Revolutionary Road;Revolutionary Road;;
The Riddle of the Sands: A Record of Secret Service;The Riddle of the Sands;Das RÃ¤tsel der Sandbank;;
Riders of the Purple Sage;Riders of the Purple Sage;Riders of the Purple Sage;Riders of the Purple Sage;Riders of the Purple Sage;Riders of the Purple Sage;;
Ripley Under Ground;Ripley Under Ground;;
Ripley's Game;Ripley's Game;;
Rising Sun;Rising Sun;;
Rumer Godden;The River;;
Riverworld;Riverworld;Riverworld;;
Les riviÃ¨res pourpres;Les riviÃ¨res pourpres;Les riviÃ¨res pourpres II: Les anges de l'apocalypse;;
The Road;The Road;;
The Road Back;The Road Back;;
The Highland Rogue;Rob Roy, the Highland Rogue;Rob Roy;;
The Robe;The Robe;;
Robinson Crusoe;Robinson Crusoe;Adventures of Robinson Crusoe;Robinson Crusoe on Mars;Lt. Robin Crusoe, U.S.N.;Crusoe;Shipwrecked;Robinson Crusoe;;
William P. McGivern;Rogue Cop;;
MacKinlay Kantor;The Romance of Rosy Ridge;;
A Room with a View;A Room with a View;;
The Roots of Heaven;The Roots of Heaven;;
Rosemary's Baby;Rosemary's Baby;Look What's Happened to Rosemary's Baby;;
The Rover;L'avventuriero;;
The Rules of Attraction;The Rules of Attraction;;
Rum Punch;Jackie Brown;;
The Runaway Jury;Runaway Jury;;
Paula Gosling;Cobra;Fair Game;;
The Running Man;The Running Man;;
The Russia House;The Russia House;;
;Melody Time;Tall Tale;;
Sahara;Sahara;;
The Sailor Who Fell from Grace with the Sea;The Sailor Who Fell from Grace with the Sea;;
Paul Theroux;Saint Jack;;
W. R. Burnett;Law and Order;Wild West Days;;
Morris West;The Salamander;;
'Salem's Lot;Salem's Lot;A Return to Salem's Lot;'Salem's Lot;;
Paul Torday;Salmon Fishing in the Yemen;;
;The Great Macarthy;;
Sanctuary;The Story of Temple Drake;;
The Sand Pebbles;The Sand Pebbles;;
Vicente Blasco IbÃ¡Ã±ez;Blood and Sand;Blood and Sand;Blood and Sand;Blood and Sand;;
The Satan Bug;The Satan Bug;;
Steve Shagan;Save the Tiger;;
Sayonara;Sayonara;;
A Scanner Darkly;A Scanner Darkly;;
Armitage Trail;Scarface;Scarface;Scarface;;
The Scarlet Letter;The Scarlet Letter;The Scarlet Letter;The Scarlet Letter;The Scarlet Letter;The Scarlet Letter;The Scarlet Letter;Der Scharlachrote Buchstabe;The Scarlet Letter;The Scarlet Letter;Juhong geulshi;;
The Scarlet Pimpernel;The Scarlet Pimpernel;The Laughing Cavalier;The Elusive Pimpernel;The Triumph of the Scarlet Pimpernel;The Scarlet Pimpernel;Return of the Scarlet Pimpernel;Pimpernel Smith;Pimpernel Svensson;The Elusive Pimpernel;The Scarlet Pimpernel;Don't Lose Your Head;The Elusive Pimpernel;The Scarlet Pimpernel;The Scarlet Pimpernel;The Forecourt Pimpernel;The Black Pimpernel;The Scarlet Pimpernel;;
Alan Le May;The Searchers;;
Schindler's Ark;Schindler's List;;
The Screaming Mimi;The Screaming Mimi;The Bird with the Crystal Plumage;;
Donald E. Westlake;The Score;;
The Sea Hawk;The Sea Hawk;The Sea Hawk;;
The Sea-Wolf;The Sea-Wolf;The Sea Wolf;The Sea Wolf;The Sea Wolf;The Sea Wolf;Wolf Larsen;Der Seewolf;Il Lupo dei Mari;Morskoj volk;The Sea Wolf;The Sea Wolf;The Sea Wolf;Sea Wolf;;
Morris West;The Second Victory;;
The Secret Agent;Sabotage;The Secret Agent;;
The Secret Dreamworld of a Shopaholic;Confessions of a Shopaholic;;
The Secret Life of Bees;The Secret Life of Bees;;
JosÃ© Maria Ferreira de Castro;The Forest;;
Sense and Sensibility;Sense and Sensibility;Sense and Sensibility;Kandukondain Kandukondain;Sense and Sensibility;From Prada to Nada;;
Seven Days to a Killing;The Black Windmill;;
The Seven-Per-Cent Solution;The Seven-Per-Cent Solution;;
Donald E. Westlake;The Split;;
JÃºlio Dantas;A Severa;;
The Shadow Line;Smuga cienia;;
Louis L'Amour;The Shadow Riders;;
Ernest Tidyman;Shaft;Shaft's Big Score;Shaft in Africa;Shaft;;
Ernest Tidyman;Shaft's Big Score;;
Shalako;Shalako;;
The Shape of Things to Come;Things to Come;H. G. Wells' The Shape of Things to Come;;
She: A History of Adventure;La Colonne de feu;She;She;She;She;She;She;She;The Vengeance of She;S+H+E: Security Hazards Expert;She;She;She;;
Jin Yong;Story of the Vulture Conqueror;The Brave Archer;The Brave Archer 2;The Brave Archer 3;The Brave Archer and His Mate;Se diu ying hung ji dung sing sai jau;DongxiÃ© XidÃº;;
;She Loves Me Not;True to the Army;How to Be Very, Very Popular;;
Sheep;The Dark;;
;Blind Shaft;;
Josephine Tey;Young and Innocent;;
The Shining;The Shining;The Shining;;
Susan Isaacs;Shining Through;;
The Shipping News;The Shipping News;;
The Shrinking Man;The Incredible Shrinking Man;The Incredible Shrinking Woman;;
The Shoes of the Fisherman;The Shoes of the Fisherman;;
Shoeless Joe;Field of Dreams;;
Glendon Swarthout;The Shootist;;
Wilbur Smith;Shout at the Devil;;
Shutter Island;Shutter Island;;
Sideways;Sideways;;
The Siege of Trencher's Farm;Straw Dogs;Straw Dogs;;
The Silence of the Lambs;The Silence of the Lambs;;
;The Singer Not the Song;;
John Monk Saunders;The Last Flight;;
A Simple Plan;A Simple Plan;;
Ryne Douglas Pearson;Mercury Rising;;
Sister Carrie;Carrie;;
The Sisterhood of the Traveling Pants;The Sisterhood of the Traveling Pants;The Sisterhood of the Traveling Pants 2;;
Six Days of the Condor;Three Days of the Condor;;
Fred Mustard Stewart;Six Weeks;;
Skinwalkers;Skinwalkers;;
Skipping Christmas;Christmas with the Kranks;;
Faith Baldwin;Skyscraper Souls;;
Slaughterhouse-Five;Slaughterhouse-Five;;
Donald E. Westlake;;
Sleeping with the Enemy;Sleeping with the Enemy;;
Ira Levin;Sliver;;
Slugs;Slugs;;
Small Vices;Spenser: Small Vices;;
Lionel White;The Night of the Following Day;;
Snow Angels;Snow Angels;;
Stark Young;So Red the Rose;;
Solaris;Solaris;Solaris;;
Ernest K. Gann;Soldier of Fortune;;
A Soldier's Daughter Never Cries;A Soldier's Daughter Never Cries;;
Something Wicked This Way Comes;Something Wicked This Way Comes;;
The Song of Bernadette;The Song of Bernadette;;
Sons and Lovers;Sons and Lovers;Sons and Lovers;Sons and Lovers;;
;S.O.S. Noronha;;
Sour Sweet;Soursweet;;
SorstalansÃ¡g;Fateless;;
The Sound and the Fury;The Sound and the Fury;;
Space;Space;;
The Space Vampires;Lifeforce;;
The Spanish Gardener;The Spanish Gardener;;
Spartacus;Spartacus;Spartacus;;
Sphere;Sphere;;
Spider;Spider;;
The Spiderwick Chronicles;The Spiderwick Chronicles;;
Spirales;Spirale;;
Split Images;Split Images;;
Rex Beach;The Spoilers;The Spoilers;The Spoilers;The Spoilers;The Spoilers;;
The Spook Who Sat by the Door;The Spook Who Sat by the Door;;
James Aldridge;Ride a Wild Pony;;
Spy Story;Spy Story;;
The Spy Who Came in from the Cold;The Spy Who Came in from the Cold;;
The Spy Who Loved Me;The Spy Who Loved Me;;
Zane Grey;Stairs of Sand;;
T. V. Olsen;The Stalking Moon;;
The Stand;The Stand;The Stand;;
;Apache Drums;;
Stara baÅ›Å„. PowieÅ›Ä‡ z dziejÃ³w Polski;;;
Stardust;Stardust;;
Robert Buckner;Moon Pilot;;
;The Second Time Around;;
Joe David Brown;Stars In My Crown;;
The Stars Look Down;The Stars Look Down;;
Starship Troopers;Starship Troopers;Starship Troopers 2: Hero of the Federation;Starship Troopers 3: Marauder;;
Luke Short;Station West;;
The Stepford Wives;The Stepford Wives;Revenge of the Stepford Wives;The Stepford Children;The Stepford Husbands;The Stepford Wives;;
Stella Dallas;Stella Dallas;Stella Dallas;Stella;;
A Stir of Echoes;Stir of Echoes;Stir of Echoes: The Homecoming;;
Horace McCoy;The Turning Point;;
Strange Case of Dr Jekyll and Mr Hyde;Dr. Jekyll and Mr. Hyde;Den SkÃ¦bnesvangre Opfindelse;Dr. Jekyll and Mr. Hyde;Dr. Jekyll and Mr. Hyde;Dr. Jekyll and Mr. Hyde;Dr. Jekyll and Mr. Hyde;Der Januskopf;Dr. Jekyll and Mr. Hyde;Dr. Jekyll and Mr. Hyde;The Son of Dr. Jekyll;The Daughter of Dr. Jekyll;The Testament of Dr. Cordelier;The Two Faces of Dr. Jekyll;The Nutty Professor;The Nutty Professor;The Strange Case of Dr. Jekyll and Mr. Hyde;Dr. Jekyll and Sister Hyde;I, Monster;Dr. Jekyll y el Hombre Lobo;Dr. Jekyll and Mr. Hyde;The Strange Case of Dr. Jekyll and Mr. Hyde;Jekyll and Hyde... Together Again;The Strange Case of Dr. Jekyll and Mr. Hyde;Dr. Jekyll and Mr. Hyde;Edge of Sanity;Dr. Jekyll and Mr. Hyde;Jekyll &amp; Hyde;Dr. Jekyll and Ms. Hyde;Mary Reilly;The Nutty Professor;Nutty Professor II: The Klumps;Dr. Jekyll &amp; Mr. Hyde;Dr. Jekyll and Mr. Hyde;Jekyll + Hyde;Jekyll;Dr. Jekyll &amp; Mr. Hyde;Jekyll;;
George Sanders;A Stranger Came Home;;
A Stranger Is Watching;A Stranger Is Watching;;
Strangers on a Train;Strangers on a Train;;
;The Stranger's Return;;
The Street Lawyer;The Street Lawyer;;
Strip Tease;Striptease;;
Stuart Little;Stuart Little;Stuart Little 2;Stuart Little 3: Call of the Wild;;
The Stud;The Stud;;
Stupeur et Tremblement;Fear and Trembling;;
Prince Michael of Greece and Denmark;The Favorite;;
The Sum of All Fears;The Sum of All Fears;;
Zane Grey;Summer Pass;;
The Sun Also Rises;The Sun Also Rises;The Sun Also Rises;;
Arthur Herzog;The Swarm;;
Der Schweizerische Robinson;Al-á¹¬urfa al-Å ahiyya fÄ« aá¸«bÄ?r al-Ê¿AÊ¾ila al-SwÄ«siyya - Arabic translation;Swiss Family Robinson;Mighty Mouse;Swiss Cheese Family Robinson;The Swiss Family Robinson;Swiss Family Robinson;The Swiss Family Robinson;The Swiss Family Robinson;The Swiss Family Robinson;The Swiss Family Robinson;Mountain Family Robinson;The Adventures of Swiss Family Robinson;Beverly Hills Family Robinson;The New Swiss Family Robinson;;
The Sword in the Stone;The Sword in the Stone;;
Fiction work(s);;
Louis L'Amour;Taggart;;
Tai-Pan;Tai-Pan;;
Rumer Godden;Enchantment;;
The Taking of Pelham One Two Three;The Taking of Pelham One Two Three;The Taking of Pelham One Two Three;The Taking of Pelham 123;;
A Tale of Two Cities;A Tale of Two Cities;A Tale of Two Cities;A Tale of Two Cities;The Only Way;A Tale of Two Cities;A Tale of Two Cities;;
Tales of the South Pacific;South Pacific;South Pacific;;
The Talented Mr. Ripley;Plein Soleil;The Talented Mr. Ripley;;
Henry Wilson Allen;The Tall Men;;
Ihsan Abdel Quddous;Al-Tareeq al-Masdood;;
